family_key	candidate_family	source_tokens	proposed_targets	occurrence_count	volume_count	sample_refs	sample_contexts	evidence_summary	confidence_summary	suggested_action
dotless_i:vrajamı:vrajami	dotless_i	vrajamı (1)	vrajami (1)	1	1	wts_1_34:423:91	(skt. vrajamı) schnellen Schrittes“ (HMrg	orthography_scan:1	low:1	review
dotless_i:vyajıhma:vyajihma	dotless_i	vyajıhma (1)	vyajihma (1)	1	1	wts_1_34:70:6	ist (vyajıhma)“ (Nägn 22,3).	orthography_scan:1	low:1	review
dotless_i:vyalumpantı:vyalumpanti	dotless_i	vyalumpantı (1)	vyalumpanti (1)	1	1	wts_1_34:81:102	Wassertropfen ihn benetzen (vyalumpantı)“	orthography_scan:1	low:1	review
dotless_i:väkkalı-:väkkali-	dotless_i	väkkalı- (1)	väkkali- (1)	1	1	wts_1_34:524:114	Lex. - Zes bya ba’i tin ne ’dzin = väkkalı-	orthography_scan:1	medium:1	review
dotless_i:vämıni:vämini	dotless_i	vämıni (1)	vämini (1)	1	1	wts_1_34:1016:80	Körper, skt. vämıni.	orthography_scan:1	low:1	review
dotless_i:värıdharä:väridharä	dotless_i	värıdharä (1)	väridharä (1)	1	1	wts_1_34:644:176	värıdharä „Wasserstrom“ (in Mvy 226),	orthography_scan:1	low:1	review
dotless_i:värıvaha:värivaha	dotless_i	värıvaha (1)	värivaha (1)	1	1	wts_1_34:643:125	Lex. värıvaha (Ak 21.74).	orthography_scan:1	low:1	review
dotless_i:värıyantra:väriyantra	dotless_i	värıyantra (1)	väriyantra (1)	1	1	wts_1_34:652:28	värıyantra), 1111 Wasser spielen“ (Yś 102b).	orthography_scan:1	low:1	review
dotless_i:vıkn:vikn	dotless_i	Vıkn (1)	Vikn (1)	1	1	wts_1_34:851:11	Vıkn	orthography_scan:1	low:1	review
dotless_i:vıpyasmüsana:vipyasmüsana	dotless_i	VıpyAsmüsana (1)	VipyAsmüsana (1)	1	1	wts_1_34:21:60	Amarasimha | VıpyAsmüsana 1911 [Ak]	orthography_scan:1	low:1	review
dotless_i:vıpädika:vipädika	dotless_i	vıpädika (1)	vipädika (1)	1	1	wts_1_34:436:11	‚zerstörte Füße‘ (skt. vıpädika) springen an	orthography_scan:1	low:1	review
dotless_i:vıs:vis	dotless_i	Vıs (1)	Vis (1)	1	1	wts_1_34:1011:79	Vollkommenheit deiner Askese!“ (Vıs	orthography_scan:1	low:1	review
dotless_i:vıst:vist	dotless_i	VısT (1)	VisT (1)	1	1	wts_1_34:1151:39	sein Opfer veranstalten will“ (VısT 202,7);	orthography_scan:1	low:1	review
dotless_i:vıwvashüsana:viwvashüsana	dotless_i	VıwvAsHüsana (1)	ViwvAsHüsana (1)	1	1	wts_1_34:22:66	’Chi med sen ge [d. 1, Amara] ! VıwvAsHüsana 1911 [Ak]	orthography_scan:1	low:1	review
dotless_i:weıh:weih	dotless_i	weıh (1)	weih (1)	1	1	wts_1_34:1158:72	weıh eines Hirsches nicht ergattert“ (Gesar	orthography_scan:1	low:1	review
dotless_i:weınen:weinen	dotless_i	weınen (1)	weinen (1)	1	1	wts_1_34:533:5	weınen.	orthography_scan:1	low:1	review
dotless_i:weıteifern:weiteifern	dotless_i	weıteifern (1)	weiteifern (1)	1	1	wts_1_34:1063:146	„1.S.v. weıteifern, Perfekt und Präsens (?)“	orthography_scan:1	low:1	review
dotless_i:weıß:weiß	dotless_i	weıß (1)	weiß (1)	1	1	wts_1_34:57:32	Knochen war [weıß] wie Schnee und Kumu-	orthography_scan:1	low:1	review
dotless_i:wiıe:wiie	dotless_i	wiıe (1)	wiie (1)	1	1	wts_1_34:8:74	wiıe ta, tha, da, na, śa behandelt.	orthography_scan:1	medium:1	review
dotless_i:wvııe:wviie	dotless_i	WvııE (1)	WviiE (1)	1	1	wts_1_34:185:212	1966: 9, Anm. 2 und WvııE 1962: 139,	orthography_scan:1	low:1	review
dotless_i:wıdmete:widmete	dotless_i	wıdmete (1)	widmete (1)	1	1	wts_1_34:83:39	tion wıdmete, wurde er als Asket berühmt“	orthography_scan:1	low:1	review
dotless_i:wıeder:wieder	dotless_i	wıeder (1)	wieder (1)	1	1	wts_1_34:221:13	wo Gaben verteilt werden, immer wıeder	orthography_scan:1	low:1	review
dotless_i:wıedergeboren:wiedergeboren	dotless_i	wıedergeboren (1)	wiedergeboren (1)	1	1	wts_1_34:203:155	in einem hohen Stand wıedergeboren	orthography_scan:1	low:1	review
dotless_i:wıiederverkörperung:wiiederverkörperung	dotless_i	Wıiederverkörperung (1)	Wiiederverkörperung (1)	1	1	wts_1_34:1028:225	po yis (metr.) „die Wıiederverkörperung	orthography_scan:1	low:1	review
dotless_i:wınn:winn	dotless_i	wınn (1)	winn (1)	1	1	wts_1_34:270:34	wınn.	orthography_scan:1	low:1	review
dotless_i:wırd:wird	dotless_i	wırd (1)	wird (1)	1	1	wts_1_34:112:25	hen wırd; vgl. Kvaerne 1975: 53.	orthography_scan:1	low:1	review
dotless_i:xlvıni:xlvini	dotless_i	xlvıni (1)	xlvini (1)	1	1	wts_1_34:25:68	xlvıni	orthography_scan:1	low:1	review
dotless_i:xlı:xli	dotless_i	xlı (1)	xli (1)	1	1	wts_1_34:21:101	xlı	orthography_scan:1	low:1	review
dotless_i:yantıg:yantig	dotless_i	yantıg (1)	yantig (1)	1	1	wts_1_34:821:49	yantıg (Dagy).	orthography_scan:1	medium:1	review
dotless_i:yanıs:yanis	dotless_i	yanıs (1)	yanis (1)	1	1	wts_1_34:236:179	wird“ (Bca 8.178b); ri dags mo ... — cın yanıs	orthography_scan:1	low:1	review
dotless_i:yarıg:yarig	dotless_i	yarıg (1)	yarig (1)	1	1	wts_1_34:466:19	རྒྱང་ག ད &yarıg go	orthography_scan:1	medium:1	review
dotless_i:yaṅı:yaṅi	dotless_i	yaṅı (1)	yaṅi (1)	1	1	wts_1_34:710:105	ཇི་ལྟར་ཡང་ ji ltar yaṅı	orthography_scan:1	medium:1	review
dotless_i:yıd:yid	dotless_i	yıd (1)	yid (1)	1	1	wts_1_34:1157:3	དུང་ངེ་ dun ne anhaftend, sich sehnend; in yıd	orthography_scan:1	medium:1	review
dotless_i:yırhons:yirhons	dotless_i	yırhons (1)	yirhons (1)	1	1	wts_1_34:1068:1	SIRN WEN yırhons yans	orthography_scan:1	low:1	review
dotless_i:yırvg:yirvg	dotless_i	yırvg (1)	yirvg (1)	1	1	wts_1_34:325:56	SU) yırvg	orthography_scan:1	low:1	review
dotless_i:yısün:yisün	dotless_i	Yısün (1)	Yisün (1)	1	1	wts_1_34:64:121	Yısün Temür.	orthography_scan:1	low:1	review
dotless_i:zeylanıca:zeylanica	dotless_i	zeylanıca (1)	zeylanica (1)	1	1	wts_1_34:108:212	Plumbago zeylanıca Linn. (Macri 1988: 43,	orthography_scan:1	low:1	review
dotless_i:ziniıscher:ziniischer	dotless_i	ziniıscher (1)	ziniischer (1)	1	1	wts_1_34:1001:135	ziniıscher Asche und Moxibustion“ (Ahs	orthography_scan:1	low:1	review
dotless_i:zjihvänirlekhanıka:zjihvänirlekhanika	dotless_i	zjihvänirlekhanıka (1)	zjihvänirlekhanika (1)	1	1	wts_1_34:616:192	(v. 1. gZar) zjihvänirlekhanıka (Mvy 8974).	orthography_scan:1	medium:1	review
dotless_i:zornıg:zornig	dotless_i	zornıg (1)	zornig (1)	1	1	wts_1_34:62:118	war sie zornıg“ (K841(2) 20622).	orthography_scan:1	low:1	review
dotless_i:zweı:zwei	dotless_i	zweı (1)	zwei (1)	1	1	wts_1_34:271:173	zweı“ (Sumpa 14635).	orthography_scan:1	low:1	review
dotless_i:zı:zi	dotless_i	Zı (1)	Zi (1)	1	1	wts_1_34:586:209	"ཅང"" con 27 auch cun Zi, con Zu, gcon Zı ein"	orthography_scan:1	medium:1	review
dotless_i:zıegel:ziegel	dotless_i	zıegel (1)	ziegel (1)	1	1	wts_1_34:1179:78	zıegel* (Debm 2936).	orthography_scan:1	low:1	review
dotless_i:zıert:ziert	dotless_i	zıert (1)	ziert (1)	1	1	wts_1_34:329:65	zıert“ (MTH3/5/27 23).	orthography_scan:1	medium:1	review
dotless_i:zıl:zil	dotless_i	zıl (1)	zil (1)	1	1	wts_1_34:295:151	synon. ston zıl, vgl. KLETTER/KRIECH-	orthography_scan:1	low:1	review
dotless_i:äghätayatı:äghätayati	dotless_i	äghätayatı (1)	äghätayati (1)	1	1	wts_1_34:81:24	hatred for (BHSD 5. v. äghätayatı).	orthography_scan:1	low:1	review
dotless_i:äkhyayıka:äkhyayika	dotless_i	äkhyayıka (1)	äkhyayika (1)	1	1	wts_1_34:887:44	(skt. äkhyayıka) gekennzeichnet“ (Kävyäd	orthography_scan:1	medium:1	review
dotless_i:älokıtah:älokitah	dotless_i	älokıtah (1)	älokitah (1)	1	1	wts_1_34:72:122	Lex. synon. mdun du lta ba, skt. älokıtah	orthography_scan:1	low:1	review
dotless_i:äramıkah:äramikah	dotless_i	äramıkah (1)	äramikah (1)	1	1	wts_1_34:64:72	Lex. äramıkah (Mvy 3843).	orthography_scan:1	low:1	review
dotless_i:ärägayatı:ärägayati	dotless_i	ärägayatı (1)	ärägayati (1)	1	1	wts_1_34:87:141	thob par byed = ajhäm ärägayatı (Mvy 7602),	orthography_scan:1	medium:1	review
dotless_i:äsavarısta:äsavarista	dotless_i	äsavarısta (1)	äsavarista (1)	1	1	wts_1_34:455:166	bya (metr.) „man trinke alten und lauwarmen Likör (skt. äsavarısta)“ (Ahs	orthography_scan:1	low:1	review
dotless_i:äsavärısta:äsavärista	dotless_i	äsavärısta (1)	äsavärista (1)	1	1	wts_1_34:218:173	lauwarmen Likör (skt. äsavärısta)“ (Ahs	orthography_scan:1	low:1	review
dotless_i:äspharanakasamädhiıh:äspharanakasamädhiih	dotless_i	äspharanakasamädhiıh (1)	äspharanakasamädhiih (1)	1	1	wts_1_34:305:82	Lex. äspharanakasamädhiıh „alles durchdrin-	orthography_scan:1	medium:1	review
dotless_i:ätatäyın:ätatäyin	dotless_i	ätatäyın (1)	ätatäyin (1)	1	1	wts_1_34:79:217	Lex. ätatäyın „mit bewaffneter Hand jmds.	orthography_scan:1	low:1	review
dotless_i:ävısaya:ävisaya	dotless_i	ävısaya (1)	ävisaya (1)	1	1	wts_1_34:62:23	Lex. ävısaya (?),vyoma (Tshe 321); nam mkha’	orthography_scan:1	medium:1	review
dotless_i:öffncı:öffnci	dotless_i	öffncı (1)	öffnci (1)	1	1	wts_1_34:893:103	18); klu pi = 690 phye „er öffncı das Tor	orthography_scan:1	medium:1	review
dotless_i:ıdent:ident	dotless_i	ıdent (1)	ident (1)	1	1	wts_1_34:866:1	11, ıdent.	orthography_scan:1	low:1	review
dotless_i:ıhar:ihar	dotless_i	ıhar (1)	ihar (1)	1	1	wts_1_34:998:53	AR ıhar	orthography_scan:1	low:1	review
dotless_i:ıhi:ihi	dotless_i	ıhi (1)	ihi (1)	1	1	wts_1_34:1001:188	ཀྲི ıhi Ziffer 40.	orthography_scan:1	medium:1	review
dotless_i:ıihäpy:iihäpy	dotless_i	ıihäpy (1)	iihäpy (1)	1	1	wts_1_34:212:192	’mutropapannah / tatas cyuta ıihäpy upapa-	orthography_scan:1	low:1	review
dotless_i:ıkan:ikan	dotless_i	ıkan (1)	ikan (1)	1	1	wts_1_34:156:167	རྐང་གཉིས་ ıkan 97/5	orthography_scan:1	medium:1	review
dotless_i:ıl:il	dotless_i	ıl (1)	il (1)	1	1	wts_1_34:31:125	Istituto Italiano per ıl Medio ed Estremo Oriente (Rom)	orthography_scan:1	low:1	review
dotless_i:ıma:ima	dotless_i	ıma (1)	ima (1)	1	1	wts_1_34:897:80	» med par ston log tn ’gro ıma myon bas „weil	orthography_scan:1	low:1	review
dotless_i:ımam:imam	dotless_i	ımam (1)	imam (1)	1	1	wts_1_34:916:207	"62,13); ~ ""di ımam gsum 0:77) byun yaṅ"	orthography_scan:1	low:1	review
dotless_i:ımwälzen:imwälzen	dotless_i	ımwälzen (1)	imwälzen (1)	1	1	wts_1_34:357:9	Lex. ’gyur log tu ’jug pa „ımwälzen“ (brDa);	orthography_scan:1	low:1	review
dotless_i:ına:ina	dotless_i	ına (1)	ina (1)	1	1	wts_1_34:941:54	los; ına ~ ohne Rücksicht.	orthography_scan:1	low:1	review
dotless_i:ındans:indans	dotless_i	ındans (1)	indans (1)	1	1	wts_1_34:969:143	wo“ (Mil 102,22); ran ındans ’gag med gan	orthography_scan:1	low:1	review
dotless_i:ındem:indem	dotless_i	ındem (1)	indem (1)	1	1	wts_1_34:1196:75	zuns te „ındem der geistliche Lehrer selbst	orthography_scan:1	low:1	review
dotless_i:ınit:init	dotless_i	ınit (1)	init (1)	1	1	wts_1_34:757:9	rnams „ein Gefolge ınit Mönchen, Schülern	orthography_scan:1	low:1	review
dotless_i:ınıga:iniga	dotless_i	ınıga (1)	iniga (1)	1	1	wts_1_34:886:150	BHSD 5. ¥. ınıga.	orthography_scan:1	low:1	review
dotless_i:ırrt:irrt	dotless_i	ırrt (1)	irrt (1)	1	1	wts_1_34:45:150	ag kä landı ırrt. für Ika lindi.	orthography_scan:1	low:1	review
dotless_i:ısa:isa	dotless_i	ısa (1)	isa (1)	1	1	wts_1_34:881:195	ma-bu-ga-Bienen kommen“ (K686 ısa 36a	orthography_scan:1	low:1	review
dotless_i:ıt:it	dotless_i	ıt (1)	it (1)	1	1	wts_1_34:160:185	right to ıt” (BHSD).	orthography_scan:1	low:1	review
dotless_i:ıyarı:iyari	dotless_i	ıyarı (1)	iyari (1)	1	1	wts_1_34:464:144	རྒྱ་རུ་ ıyarı Antilopenhorn.	orthography_scan:1	medium:1	review
dotless_i:’drıl:’dril	dotless_i	’drıl (1)	’dril (1)	1	1	wts_1_34:1327:1	Bar ’drıl	orthography_scan:1	low:1	review
dotless_i:’nuparıksiptam:’nupariksiptam	dotless_i	’nuparıksiptam (1)	’nupariksiptam (1)	1	1	wts_1_34:79:45	umgeben (samantato ’nuparıksiptam) von	orthography_scan:1	low:1	review
dotless_i:’ognı:’ogni	dotless_i	’ognı (1)	’ogni (1)	1	1	wts_1_34:565:192	’ognı ~”/ gon ’og (Liś 24,16).	orthography_scan:1	low:1	review
dotless_i:’oyın:’oyin	dotless_i	’oyın (1)	’oyin (1)	1	1	wts_1_34:441:56	འགྱིང་སྟངས་ ’oyın stans Hochmut.	orthography_scan:1	medium:1	review
dotless_i:’säı:’säi	dotless_i	’säı (1)	’säi (1)	1	1	wts_1_34:818:140	3 ’säı npr. ein Ortsname.	orthography_scan:1	medium:1	review
google_tibetan_diacritic_disagreement:2a:źa	google_tibetan_diacritic_disagreement	2a (1)	źa (1)	1	1	wts_1_34:288:157	Lex. rtswa snon po gsar du skyes pa’am 2a lu	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:47:ñaṅ	google_tibetan_diacritic_disagreement	47 (1)	ñaṅ (1)	1	1	wts_1_34:1199:102	(MSg 75,15); — gzigs pa’i 47? tshul ganı la yod	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:5779:sñeg	google_tibetan_diacritic_disagreement	5779 (1)	sñeg (1)	1	1	wts_1_34:240:91	rul) dri pha le kbyi lam süog (r. 5779)	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:76:ñe	google_tibetan_diacritic_disagreement	76 (1)	ñe (1)	1	1	wts_1_34:1171:39	༡76 bar gyur gyis „weil jetzt die Zeit zu kämp-	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:77:daṅ	google_tibetan_diacritic_disagreement	77 (1)	daṅ (1)	1	1	wts_1_34:1213:48	ein!“ (Lokn 120,15); ya — phar phyin pa (77?	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:7:ñi	google_tibetan_diacritic_disagreement	7 (1)	ñi (1)	1	1	wts_1_34:1213:84	(Glu 58); — /7/ ma phyed na 'gum par 'gyur	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:biens:bźeṅs	google_tibetan_diacritic_disagreement	biens (1)	bźeṅs (1)	1	1	wts_1_34:695:50	(gZer 764,2); khri 'phan dgu pa’i ~ biens	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:bkra-sis-rgyal-mtshan:bkra-sis-rgyal-mtshan	google_tibetan_diacritic_disagreement	bkra-Sis-rgyal-mtshan (1)	bkra-śis-rgyal-mtshan (1)	1	1	wts_1_34:862:64	the doctrines of the Bon tradition. By Sar-rdza bkra-Sis-rgyal-mtshan. Reproduced	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:blo-bzan:blo-bzaṅ	google_tibetan_diacritic_disagreement	Blo-bzan (1)	Blo-bzaṅ (1)	1	1	wts_1_34:862:86	hand des Werkes dPag-bsam ljon-sin von Blo-bzan tshul-khrims rgya-mtsho. Halle:	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:btan:btaṅ	google_tibetan_diacritic_disagreement	btan (1)	btaṅ (1)	1	1	wts_1_34:1213:90	„nachdem man dann den Paß Chag überquert hat“ (gNas 2,21); — ... gtanı rag btanı no	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:bzan:bzaṅ	google_tibetan_diacritic_disagreement	bzan (1)	bzaṅ (1)	1	1	wts_1_34:589:27	Pan chen blo gros legs bzan: ’Dul ba gZun ’grel. Ed.: SERMEY LIBRARY	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:bzi:bźi	google_tibetan_diacritic_disagreement	bZi (1)	bźi (1)	1	1	wts_1_34:1213:54	beu rtsa bZi dan / lo gya brgyad thal te „danach	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:bzin:bźin	google_tibetan_diacritic_disagreement	bZin (1)	bźin (1)	1	1	wts_1_34:1173:38	sgyur bZin nam zla — kyi bskul tsbe „während wir tausendfach wohlklingende Gesän-	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:bzugs:bźugs	google_tibetan_diacritic_disagreement	bZugs (1)	bźugs (1)	1	1	wts_1_34:859:62	pa rgyas par bkod pa padma bka’i than yig ces bya ba bZugs so. Darjeeling/Varanası.	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:bäi:bźi	google_tibetan_diacritic_disagreement	bäi (1)	bźi (1)	1	1	wts_1_34:1173:74	bäi brgya dan / lo (gya) brgyad snar ’das so	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:bäugs:bźugs	google_tibetan_diacritic_disagreement	bäugs (1)	bźugs (1)	1	1	wts_1_34:1171:71	'phags pa Sa na’i gos can bäugs te „zu jener	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:cin:ciñ	google_tibetan_diacritic_disagreement	cin (1)	ciñ (1)	1	1	wts_1_34:695:46	dem Stüpa“ (MTH3/5/32 12); ~ brtsig cin	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:fies:ñes	google_tibetan_diacritic_disagreement	fies (1)	ñes (1)	1	1	wts_1_34:288:101	Mädchen“ (Suv 100,18); bud med kyi fies pa	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:gdon:gdoṅ	google_tibetan_diacritic_disagreement	gdon (1)	gdoṅ (1)	1	1	wts_1_34:1122:56	den“ (Mvup 1.1b); —’i bu yi gdon la (metr.)	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:gdun:gduṅ	google_tibetan_diacritic_disagreement	gdun (1)	gduṅ (1)	1	1	wts_1_34:288:49	dem Nachbarn“ (Glr 97,22); ~ gi gdun „dei-	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:gian:gźan	google_tibetan_diacritic_disagreement	gian (1)	gźan (1)	1	1	wts_1_34:1088:78	— thor bu gian dag brjod par bya ste „nun	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:gsis:gsis	google_tibetan_diacritic_disagreement	gsis (1)	gśis (1)	1	1	wts_1_34:695:108	nas » rnams sprad byun gsis „weil dem ver-	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:gtan:gtaṅ	google_tibetan_diacritic_disagreement	gtan (1)	gtaṅ (1)	1	1	wts_1_34:1213:90	„nachdem man dann den Paß Chag überquert hat“ (gNas 2,21); — ... gtanı rag btanı no	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:gzir:gźir	google_tibetan_diacritic_disagreement	gZir (1)	gźir (1)	1	1	wts_1_34:1088:40	bdag gis rkan gis ser skya’i gZir Zugs te —	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:gäis:gźis	google_tibetan_diacritic_disagreement	gäis (1)	gźis (1)	1	1	wts_1_34:1088:30	28); — bzuns rdzon gäis sogs byas rjes	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:gäun:gźuṅ	google_tibetan_diacritic_disagreement	gäun (1)	gźuṅ (1)	1	1	wts_1_34:1100:29	Buchstabe“ (brDa); yi ge’i dag byed kyi gäun	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:güen:gñen	google_tibetan_diacritic_disagreement	güen (1)	gñen (1)	1	1	wts_1_34:288:136	güen bses kyi min); bu chun chun phru gu	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:güis:gñis	google_tibetan_diacritic_disagreement	güis (1)	gñis (1)	1	1	wts_1_34:648:71	Fluß“ (PT1287 469); sel cu ltag ’og güis kyi	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:idan:idaṅ	google_tibetan_diacritic_disagreement	Idan (1)	Idaṅ (1)	1	1	wts_1_34:1108:37	kho nar viel zu früh; vgl. Idan por.	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:ie:ñe	google_tibetan_diacritic_disagreement	ie (1)	ñe (1)	1	1	wts_1_34:1145:42	wurde“ (Ahs 1.3.52a); — gis ie bar bcom pas	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:ii:ñi	google_tibetan_diacritic_disagreement	ii (1)	ñi (1)	1	1	wts_1_34:695:120	Lex. ii ma’i min la’an (Dagy).	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:iten:iteṅ	google_tibetan_diacritic_disagreement	Iten (1)	Iteṅ (1)	1	1	wts_1_34:1108:57	na / non mons pa ko chu Itan Iten tsam las	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:ka:ñid	google_tibetan_diacritic_disagreement	ka (1)	ñid (1)	1	1	wts_1_34:1199:59	དེ་ཁ་ de kha tde ka.	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:kamalasila:kamalasīla	google_tibetan_diacritic_disagreement	Kamalasila (1)	Kamalaśīla (1)	1	1	wts_1_34:862:101	Tuccı, Giuseppe 1958: First Bhavanakrama of Kamalasila. Sanskrit and Tibetan texts	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:kyan:kyaṅ	google_tibetan_diacritic_disagreement	kyan (1)	kyaṅ (1)	1	1	wts_1_34:1088:64	kyan mjal bar mdzod (metr.) „darum, König, laß mich jetzt [mit ihnen] zusammen-	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:käsy:käsy	google_tibetan_diacritic_disagreement	Käsy (1)	Käśy (1)	1	1	wts_1_34:648:82	sind“ (Käsy 219,20); - dan rdzin dan	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:la:raṅ	google_tibetan_diacritic_disagreement	la (1)	raṅ (1)	1	1	wts_1_34:967:50	2.11.14b); rnam kun ¡7/ ma la mi ༨ (metr.)	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:ljon-sin:ljon-siṅ	google_tibetan_diacritic_disagreement	ljon-sin (1)	ljon-śiṅ (1)	1	1	wts_1_34:862:86	hand des Werkes dPag-bsam ljon-sin von Blo-bzan tshul-khrims rgya-mtsho. Halle:	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:man:mñan	google_tibetan_diacritic_disagreement	man (1)	mñan (1)	1	1	wts_1_34:1171:70	baren“ (Mil 75,1); — de’i tsbe man yod na	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:mi:bźin	google_tibetan_diacritic_disagreement	mi (1)	bźin (1)	1	1	wts_1_34:967:50	2.11.14b); rnam kun ¡7/ ma la mi ༨ (metr.)	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:müam:mñam	google_tibetan_diacritic_disagreement	müam (1)	mñam (1)	1	1	wts_1_34:1149:28	müam 'thuns na — rmams thub (metr.) „wenn	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:nairandzana’i:nairañdzana'i	google_tibetan_diacritic_disagreement	nairandzana’i (1)	nairañdzana'i (1)	1	1	wts_1_34:648:88	Fluß“ (Srkk 126.1); ~ nairandzana’i ’gram	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:nan:naṅ	google_tibetan_diacritic_disagreement	Nan (1)	Naṅ (1)	1	1	wts_1_34:862:89	TsEPAK RIGzIN 2003: Nanı don rig pa’i min tshig bod dbyin san sbyar. Tibetan-English	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:no:ṅo	google_tibetan_diacritic_disagreement	no (1)	ṅo (1)	1	1	wts_1_34:1213:90	„nachdem man dann den Paß Chag überquert hat“ (gNas 2,21); — ... gtanı rag btanı no	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:nus:daṅ	google_tibetan_diacritic_disagreement	nus (1)	daṅ (1)	1	1	wts_1_34:268:145	1.2.38d); ~ ni ’khur bar mi nus kyan (metr.)	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:pa:ñan	google_tibetan_diacritic_disagreement	pa (1)	ñan (1)	1	1	wts_1_34:268:188	Dagy); ~ drogs pa = gcig tn bsdebs pa „zu-	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:pa’i:sñiṅ	google_tibetan_diacritic_disagreement	pa’i (1)	sñiṅ (1)	1	1	wts_1_34:12:36	Ahs Pha gol: Yan lag breyad pa’i sin po bsdus pa / Vägbhata: Astängahrdayasambhitä. Teilw.	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:ra:ña	google_tibetan_diacritic_disagreement	Ra (1)	ña (1)	1	1	wts_1_34:240:78	(Vdk 2: 341,4); Ra gzugs ~ mig (metr.) „die	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:rain:rñin	google_tibetan_diacritic_disagreement	rain (1)	rñin (1)	1	1	wts_1_34:1173:20	nas rain ba’i dab ma „die im Winter verwelkten Blütenblätter* (HMrg 56,17); char pa’i	google_unresolved_tibetan_context:1	medium:1	review
google_tibetan_diacritic_disagreement:ran-sar:ran-sar	google_tibetan_diacritic_disagreement	ran-Sar (1)	ran-śar (1)	1	1	wts_1_34:589:116	Werksammlungen Kun-tu bzan-po’i dgons-pa zan-thal, Ka-dag ran-byun ran-Sar	google_unresolved_tibetan_context:1	medium:1	review
