reason	base_token	alternate_token	count	volume_count	sample_refs	sample_contexts
alternate_witness_google_loc_nasal_upgrade	rnan	rñan	1	1	wts_1_34:982:168	191,19); ~ khyi tsbun chad la rnan can mi
alternate_witness_google_loc_fricative_upgrade	sol	śol	1	1	wts_1_34:982:211	$7)7// 7 ༨ la / sgos su (g)sol mi bcog (r. gcog)
alternate_witness_initial_i_to_l_translit	Ina	lña'i	1	1	wts_1_34:990:146	sgo ༡༨ gom pa ler Ina’! sar (metr.) „an einer
alternate_witness_google_loc_nasal_upgrade	gzon	gzoṅ	1	1	wts_1_34:1000:146	(Rgs 30.5b); ~$ bkan ste rja (r. rdza) gzon
alternate_witness_google_loc_nasal_upgrade	sbans	sbañs	1	1	wts_1_34:1004:220	glatt“ (Mil 34,10); rta bon gi sbans ... ~ khrig
alternate_witness_google_loc_nasal_upgrade	brdun	brduṅ	1	1	wts_1_34:1006:88	Lex. - byas pa = sgra gtog gtog brdun byas pa
alternate_witness_google_loc_fricative_upgrade	bsol	bśol	1	1	wts_1_34:1007:82	~ kyi phyogs phebs bsol ste „er hat [mir]
alternate_witness_google_loc_nasal_upgrade	snan	snañ	1	1	wts_1_34:1013:63	51,25); - gi rten sgrol ma’i snanı brüan „ein
alternate_witness_google_loc_fricative_upgrade	gsam	gśam	1	1	wts_1_34:1016:29	kurz“ (Tär 213,17); phar ggam tshur gsam ~
alternate_witness_google_loc_fricative_upgrade	pascime	paścime	1	1	wts_1_34:1016:176	= madhyame yäme „in der mittleren Nachtwache“ (Mvy 8232); ~ tba ma la = pascime
alternate_witness_google_loc_nasal_upgrade	grans	graṅs	1	1	wts_1_34:1019:80	ram grans su grags pa yin no „der Lehrer
alternate_witness_google_loc_nasal_upgrade	brdzan	brdzaṅ	1	1	wts_1_34:1029:51	auflisten; vgl. ka tho, ’dzin tho, brdzan tho.
alternate_witness_google_loc_fricative_upgrade	bsib	bśib	1	1	wts_1_34:1031:45	thal mo bsib pa ’dra (metr.) „das Aufsetzen
alternate_witness_google_loc_nasal_upgrade	bren	breṅ	1	1	wts_1_34:1031:160	snar gyi Zin khan than than gyi - tn bren gis
alternate_witness_google_loc_fricative_upgrade	gsol	gśol	1	1	wts_1_34:1036:211	Lex. sphälah „Pflug“ (Mvy 5643); thorı gsol
alternate_witness_google_loc_nasal_upgrade	sman	smaṅ	1	1	wts_1_34:1039:145	an“ (gNas 10,6); sman khar ~ ris nas ... phul
alternate_witness_google_loc_nasal_upgrade	rNog-pa	rÑog-pa	1	1	wts_1_34:1052:119	bsad thabs kyi man nag ... gnan nas „[Marpa] gab dem geistlichen Lehrer rNog-pa
alternate_witness_google_loc_nasal_upgrade	gsan	gsaṅ	1	1	wts_1_34:1057:4	zen“ (gNas 19,17); brag phug tu / gsanı sgom
alternate_witness_hyphenated_initial_i_to_l_translit	dGra-Iha	dGra-lha	1	1	wts_1_34:1058:99	dGra-Iha mched-dgu (Neb 328).
alternate_witness_google_loc_nasal_upgrade	gnid	gñid	1	1	wts_1_34:1059:65	dpan mtho ba „hoch“ (Dagy); 977 - = gnid
alternate_witness_initial_i_to_l_translit	Iha	lṅa	1	1	wts_1_34:1062:147	(PT1287 67); gron pa’i khye’u - ba ~ ba Iha
alternate_witness_google_loc_fricative_upgrade	sos	śos	1	1	wts_1_34:1063:89	~ „sehr hoch“ (brDa); mtho sos = mtho ba’i
alternate_witness_google_loc_nasal_upgrade	ned	ṅed	1	1	wts_1_34:1065:139	(Nigu 41,1); ned ran chos pa’i sgrub rgynd
alternate_witness_google_loc_nasal_upgrade	tran	traṅ	1	1	wts_1_34:1075:186	190,7); mgyogs pa sde breyad la ... tran sud
alternate_witness_google_loc_fricative_upgrade	sud	śud	1	1	wts_1_34:1075:186	190,7); mgyogs pa sde breyad la ... tran sud
alternate_witness_google_loc_nasal_upgrade	na’i	ṅa’i	1	1	wts_1_34:1083:77	52,8); na’i na ro’i sku rgyan dan thugs dam
alternate_witness_google_loc_fricative_upgrade	gsen	gśen	1	1	wts_1_34:1091:5	ston pa gsen rab nid kyıs ma phul na „nun,
alternate_witness_google_loc_nasal_upgrade	mchin	mchiñ	1	1	wts_1_34:1093:40	zen“ (VinUp 24,6); nor bu mchin bu — khyer
alternate_witness_google_loc_nasal_upgrade	byon	byoṅ	1	1	wts_1_34:1098:22	bo de ’drar sha sor nas — ’byon po Zig yons
alternate_witness_google_loc_nasal_upgrade	sbyans	sbyaṅs	1	1	wts_1_34:1098:31	dman pa’i sa bzun dag pa’i snan ba sbyans
alternate_witness_google_loc_nasal_upgrade	rno	rṅo	1	1	wts_1_34:1101:24	(L$dz-K 294,9); rta’i spu la rno byun ba — /
alternate_witness_google_loc_fricative_upgrade	bsud	bśud	1	1	wts_1_34:1101:25	skyed pa (r)tsig pa la bsud pa „am Fell des
alternate_witness_google_loc_fricative_upgrade	gZan-rgyan	gŹan-rgyan	1	1	wts_1_34:1102:34	ru-, den gZan-rgyan- und den rGun-’brum-
alternate_witness_google_loc_nasal_upgrade	blans	blaṅs	1	1	wts_1_34:1106:69	3919); de bag yod pa’i phyir dan du ma blans
alternate_witness_google_loc_nasal_upgrade	bduns	bduñs	1	1	wts_1_34:1107:69	gäu bduns / güis pa la mda’ Iton sbyar „mit
alternate_witness_google_loc_nasal_upgrade	nus	ñus	1	1	wts_1_34:1107:104	bar / rim is nun nu nun nus de yons ’gens pa
alternate_witness_google_loc_nasal_upgrade	rKon-za	rKoṅ-za	1	1	wts_1_34:1108:25	lo „als ersten Teil der Entschädigung gebe ich dir rKon-za khri[-lcogs] zur Frau“
alternate_witness_initial_i_to_l_translit	Itan	ltaṅ	1	1	wts_1_34:1108:57	na / non mons pa ko chu Itan Iten tsam las
alternate_witness_initial_i_to_l_translit	Ihur	lhur	1	1	wts_1_34:1113:51	dad pa dan ldan pa yan dag tshol ba Ihur len
alternate_witness_google_loc_nasal_upgrade	khruns	khruñs	1	1	wts_1_34:1123:4	grags pa can man po’i 'khruns gnas „Geburtsorte vieler früherer berühmter Persönlich-
alternate_witness_google_loc_nasal_upgrade	nin	ñiñ	1	1	wts_1_34:1124:28	chos ’o ma bsrubs pa las / mar gyi nin khu
alternate_witness_google_loc_fricative_upgrade	saddharmas	saddharmaś	1	1	wts_1_34:1124:79	saddharmas ca cirasthitiko bhavati „und die
alternate_witness_google_loc_nasal_upgrade	din	diṅ	1	1	wts_1_34:1130:81	dbas kyis / din 777 Iha khan bzens / — gyis /
alternate_witness_google_loc_nasal_upgrade	spyans	spyañs	1	1	wts_1_34:1133:70	dar lcog gam dar spyans pa Ita bu „wie: Sei-
alternate_witness_initial_i_to_l_translit	Ina	lṅa'i	1	1	wts_1_34:1133:84	— kha ru tshar sbyar ba’am / tsha ba Ina’ı phye
alternate_witness_google_loc_nasal_upgrade	gNal	gÑal	1	1	wts_1_34:1134:70	དར་མ་སྒང་ dar ma sgan npr. ein Ort am gNal-
alternate_witness_initial_i_to_l_translit	Ihu	lhu	1	1	wts_1_34:1134:75	dban ston ye Ses kyis / — dan Ihu btab „dBan-
alternate_witness_initial_i_to_l_translit	IHu	lHu	1	1	wts_1_34:1134:76	ston ye-$es gründete Dar-ma-sgan und IHu“
alternate_witness_google_loc_nasal_upgrade	lans	lañs	1	1	wts_1_34:1150:11	kyis ni — lans pa (metr.) „Jemand meint voll
alternate_witness_google_loc_nasal_upgrade	rnin	rñin	1	1	wts_1_34:1151:115	Kleidung“ (brDa); — hrul le ba ni gos rnin
alternate_witness_google_loc_nasal_upgrade	spun	spuṅ	1	1	wts_1_34:1152:6	bar byas nas Zes pa’o „dug po spun ne heißt:
alternate_witness_google_loc_nasal_upgrade	ren	reṅ	1	1	wts_1_34:1153:113	sman / ren bu bsku byug lus spyin dan / —
alternate_witness_google_loc_nasal_upgrade	spyin	spyiṅ	1	1	wts_1_34:1153:113	sman / ren bu bsku byug lus spyin dan / —
alternate_witness_hyphenated_initial_i_to_l_translit	Iha-bzan	lha-bzan	1	1	wts_1_34:1154:100	Rüstung dKar-mo Iha-bzan“ (Gesar 220,20);
alternate_witness_google_loc_nasal_upgrade	ban	bañ	1	1	wts_1_34:1167:38	Lex. dur khrod la’an (brDa); chad pa’am ban
alternate_witness_google_loc_nasal_upgrade	btan	btañ	1	1	wts_1_34:1168:19	(r)keyan pa’i khrus btan no „man macht eine
alternate_witness_google_loc_nasal_upgrade	thun	thuṅ	1	1	wts_1_34:1171:41	thun rig pa’i mam pa man (metr.) „die [Lebens]zeit ist kurz, das Wissen mannigfach“
alternate_witness_google_loc_nasal_upgrade	rlun	rluñ	1	1	wts_1_34:1171:89	rlun rta yar ’gro’i — la (metr.) „zu der Zeit,
alternate_witness_google_loc_nasal_upgrade	snigs	sñigs	1	1	wts_1_34:1173:83	snigs ma’i tshul man — / thub bstan spel ba’i
alternate_witness_google_loc_fricative_upgrade	zol	źol	1	1	wts_1_34:1174:82	Iha sa zol du sdod — / ’chal po dan bzan dban
alternate_witness_google_loc_fricative_upgrade	gZu-brtan	gŹu-brtan	1	1	wts_1_34:1180:28	gZu brtan güis — „dieser König und der indische König gZu-brtan, die beiden waren
alternate_witness_google_loc_nasal_upgrade	bans	baṅs	1	1	wts_1_34:1180:34	slob dpon dkon mchoggsum gyi ’bans ces pa’an
alternate_witness_google_loc_nasal_upgrade	la’an	la’añ	1	1	wts_1_34:1186:47	pa = gsol gsar pa la’an (?) (brDa); ¬ gsarpa =
alternate_witness_google_loc_fricative_upgrade	triyadhvasuddha	triyadhvaśuddha	1	1	wts_1_34:1192:56	ten frei (skt. triyadhvasuddha)“ (Rgs 1.23b);
alternate_witness_google_loc_nasal_upgrade	dgun	dguṅ	1	1	wts_1_34:1193:51	byun ste / ~$ kyan dgun sla gsum gyi 'tsho
alternate_witness_google_loc_fricative_upgrade	gzu	gźu	1	1	wts_1_34:1196:36	Steine auf“ (Vdk 2: 348,3); us po / Iho gzu
alternate_witness_google_loc_nasal_upgrade	lhan	lhaṅ	1	1	wts_1_34:1196:57	skad lhan ba Zig byun „zu der Zeit ertönte
alternate_witness_google_loc_fricative_upgrade	zan	źan	1	1	wts_1_34:1198:11	bka’ brgyud pa kha zan pa’i khar yan skyar
alternate_witness_google_loc_nasal_upgrade	nan	ṅaṅ	1	1	wts_1_34:1198:16	"du khrol le / —""i nan la rgyun chags su gnas"
alternate_witness_google_loc_nasal_upgrade	snar	sṅar	1	1	wts_1_34:1198:38	ma 47 lar snar gyi srol — gzun ste „indem er
alternate_witness_google_loc_nasal_upgrade	spans	spañs	1	1	wts_1_34:1199:100	spans pa’i phyir te „denn es ist völlig frei da-
alternate_witness_google_loc_nasal_upgrade	bskal-bzan	bskal-bzaṅ	1	1	wts_1_34:1202:4	bskal-bzan rgya mtsho, kam das Befehls-
alternate_witness_google_loc_nasal_upgrade	bslans	bslañs	1	1	wts_1_34:1206:86	— khas bslans par gyur na „wenn so etwas
alternate_witness_google_loc_fricative_upgrade	zu’i	źu’i	1	1	wts_1_34:1208:60	leb ...de’i sten du ka zu’i dab ma daggo „man
alternate_witness_google_loc_nasal_upgrade	chan	chañ	1	1	wts_1_34:1209:49	(Tär 189,1); —’i mtshan 'chan ba „sie tragen
alternate_witness_google_loc_nasal_upgrade	sNon-mo	sÑon-mo	1	1	wts_1_34:1213:87	lam 'phran la ’dzegs „dann erklommen sie einen steilen Weg, sNon-mo bya-’dril byi-dril
