tibetan_syllable	canonical_forms	canonical_status	canonical_confidence_tier	evidence_class	full_target_reviewed	supporting_forms	supporting_volumes	observed_other_forms	credible_competing_transcriptions	competing_forms	competing_support	independent_teaching_occurrences	derived_occurrences	historical_occurrences	domain_breakdown	feature_coverage	feature_dependency_rule_ids	feature_dependency_evidence_ids	feature_leave_one_out_status	rationale
གླིང	gliṅ	canonical	canonical_independent_strong	independent_multi_context_canonical	no	Name:0;Rohrflöte:0;ciṅ:1;elin:0;eliri:0;eliṅ:1;gli:1;glir:0;gliṅ:48	wts_1_34;wts_35_51;wts_8_b	Name;Rohrflöte;ciṅ;elin;eliri;eliṅ;gli;glir				12	36	17	ordinary_tibetan_lexical_or_compound:46;tibetan_proper_name:5	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླིངས		provisional	provisional	historically_supported_candidate	no	glins:0		glins				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླུ	glu	canonical	canonical_independent_strong	independent_multi_context_canonical	no	'glo:1;gla:0;glo:0;glu:5;grwa:1;rje'i:1;sgu:0	wts_1_34;wts_35_51	'glo;gla;glo;grwa;rje'i;sgu				5	0	10	ordinary_tibetan_lexical_or_compound:10	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླུག		provisional	provisional	historically_supported_candidate	no	a:0;glag:0;glog:1		a;glag;glog				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླུང		provisional	provisional	historically_supported_candidate	no	glan:0		glan				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླུད	glud	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	glud:1;in:0	wts_9_m	in				1	0	2	ordinary_tibetan_lexical_or_compound:2	feature_complete_route	CORPUS_A6063072E7A9;CORPUS_ED2342564FDA;CORPUS_84A74DBDD722;CORPUS_DDC164B090C8	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླུན		provisional	provisional	historically_supported_candidate	no	glan:0		glan				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླུབ		provisional	provisional	historically_supported_candidate	no	sgrub:1		sgrub				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླུམ	glum	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	glum:1	wts_8_b					1	0	1	ordinary_tibetan_lexical_or_compound:1	feature_complete_route	CORPUS_A6063072E7A9;CORPUS_ED2342564FDA;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླེ		provisional	provisional	historically_supported_candidate	no	gle:0;gro:0		gle;gro				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླེག		provisional	provisional	historically_supported_candidate	no	gleg:0		gleg				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླེགས	glegs	canonical	canonical_independent_strong	independent_multi_context_canonical	no	glegs:4;glogs:0	wts_1_34;wts_8_b	glogs				4	0	7	ordinary_tibetan_lexical_or_compound:7	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླེང		provisional	provisional	historically_supported_candidate	no	Gespräch:0;glen:1;gleṅ:1;gliṅ:1;khan:0		Gespräch;glen;gleṅ;gliṅ;khan				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླེངས		provisional	provisional	historically_supported_candidate	no	glens:0		glens				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླེན		provisional	provisional	historically_supported_candidate	no	glen:0		glen				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླེབ		provisional	provisional	historically_supported_candidate	no	gleb:0		gleb				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླེབས		provisional	provisional	historically_supported_candidate	no	glebs:0		glebs				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླེའུ		provisional	provisional	historically_supported_candidate	no	bu:0		bu				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གློ	glo	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	bur:0;glo:10;gro:0;olo:1;’olo:1	wts_1_34	bur;gro;olo;’olo				10	0	22	ordinary_tibetan_lexical_or_compound:22	feature_complete_route	CORPUS_A6063072E7A9;CORPUS_ED2342564FDA;CORPUS_16D4A9AA0695	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གློག	glog	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	glog:3;grog:1	wts_1_34	grog				3	0	17	ordinary_tibetan_lexical_or_compound:17	feature_complete_route	CORPUS_A6063072E7A9;CORPUS_ED2342564FDA;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གློགས		provisional	provisional	historically_supported_candidate	no	Herzensfreund:0;grogs:2		Herzensfreund;grogs	grogs	grogs	grogs:independent=2,derived=0,historical=2,domains=ordinary_tibetan_lexical_or_compound:2	0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གློང		provisional	provisional	historically_supported_candidate	no	glon:0;gron:5;groṅ:1;khyer:0		glon;gron;groṅ;khyer				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གློངས		provisional	provisional	historically_supported_candidate	no	glons:0		glons				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གློད	glod	canonical	canonical_feature_composed	feature_complete_unique_non_circular	no	glod:1;grod:0	wts_1_34	grod				1	0	1	ordinary_tibetan_lexical_or_compound:1	feature_complete_route	CORPUS_A6063072E7A9;CORPUS_ED2342564FDA;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	secure_independent_observation	passed	Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གློན		provisional	provisional	historically_supported_candidate	no	glon:0		glon				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གློའི		provisional	provisional	historically_supported_candidate	no	gro’i:0		gro’i				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གློལ		provisional	provisional	historically_supported_candidate	no	grol:0		grol				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གློས		provisional	provisional	historically_supported_candidate	no	glos:0		glos				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླཾ		provisional	provisional	historically_supported_candidate	no	sgra:0		sgra				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གླྭ	gla	provisional	canonical_independent_moderate	independent_moderate_evidence	no	gla:3;glo:0;grwa:0	wts_1_34	glo;grwa				3	0	4	ordinary_tibetan_lexical_or_compound:3;unclear:1	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གྷ	gha	provisional	canonical_independent_moderate	independent_moderate_evidence	no	N’:1;gha:2	wts_1_34	N’				2	0	2	ordinary_tibetan_lexical_or_compound:2	exact_canonical_route				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གྷན		provisional	provisional	historically_supported_candidate	no	ghan:1		ghan				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གྷི		provisional	provisional	historically_supported_candidate	no	ghi:1		ghi				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
གྷིར		provisional	provisional	historically_supported_candidate	no	ghir:0		ghir				0	0	0		unresolved				Canonical selection uses exact non-circular teaching identities, domain-safe multi-volume/entry support, and quantitative competitor thresholds; corrected current frequency never votes.
