tibetan_syllable	prefix	superscript	root_consonant	subjoined_consonants	vowel	suffix_coda	post_suffix	orthographic_stack	ambiguous_root_candidates	role_parse_status	role_parse_confidence	rationale
བཀའི	བ		ཀ		i	འ		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀར	བ		ཀ		a	ར		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀལ	བ		ཀ		a	ལ		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀས	བ		ཀ		a	ས		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀུ	བ		ཀ		u			ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀུག	བ		ཀ		u	ག		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀུང	བ		ཀ		u	ང		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀུམ	བ		ཀ		u	མ		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀུམས	བ		ཀ		u	མ	ས	ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀུར	བ		ཀ		u	ར		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀུལ	བ		ཀ		u	ལ		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀུས	བ		ཀ		u	ས		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོ	བ		ཀ		o			ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོག	བ		ཀ		o	ག		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོགས	བ		ཀ		o	ག	ས	ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོང	བ		ཀ		o	ང		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོད	བ		ཀ		o	ད		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོན	བ		ཀ		o	ན		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོམ	བ		ཀ		o	མ		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོམས	བ		ཀ		o	མ	ས	ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོར	བ		ཀ		o	ར		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོལ	བ		ཀ		o	ལ		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀོས	བ		ཀ		o	ས		ཀ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཀྐོ	བ		ཀ	ཀ	o			ཀཀ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱག	བ		ཀ	ཡ	a	ག		ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱལ	བ		ཀ	ཡ	a	ལ		ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱི	བ		ཀ	ཡ	i			ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱིག	བ		ཀ	ཡ	i	ག		ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱིགས	བ		ཀ	ཡ	i	ག	ས	ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱིད	བ		ཀ	ཡ	i	ད		ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱུ	བ		ཀ	ཡ	u			ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱེ	བ		ཀ	ཡ	e			ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱེད	བ		ཀ	ཡ	e	ད		ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱེས	བ		ཀ	ཡ	e	ས		ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྱོན	བ		ཀ	ཡ	o	ན		ཀཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲ	བ		ཀ	ར	a			ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲག	བ		ཀ	ར	a	ག		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲབ	བ		ཀ	ར	a	བ		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲབས	བ		ཀ	ར	a	བ	ས	ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲམ	བ		ཀ	ར	a	མ		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲམས	བ		ཀ	ར	a	མ	ས	ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲར	བ		ཀ	ར	a	ར		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲལ	བ		ཀ	ར	a	ལ		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲས	བ		ཀ	ར	a	ས		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲི	བ		ཀ	ར	i			ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲིད	བ		ཀ	ར	i	ད		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲིས	བ		ཀ	ར	i	ས		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲུ	བ		ཀ	ར	u			ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲུག	བ		ཀ	ར	u	ག		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲུམ	བ		ཀ	ར	u	མ		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲུར	བ		ཀ	ར	u	ར		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲེན	བ		ཀ	ར	e	ན		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲེས	བ		ཀ	ར	e	ས		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲོ	བ		ཀ	ར	o			ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲོང	བ		ཀ	ར	o	ང		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲོངས	བ		ཀ	ར	o	ང	ས	ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲོད	བ		ཀ	ར	o	ད		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲོལ	བ		ཀ	ར	o	ལ		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀྲོས	བ		ཀ	ར	o	ས		ཀར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀླག	བ		ཀ	ལ	a	ག		ཀལ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀླགས	བ		ཀ	ལ	a	ག	ས	ཀལ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཀླུས	བ		ཀ	ལ	u	ས		ཀལ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བག					a				བ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
བགག	བ		ག		a	ག		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བགགས	བ		ག		a	ག	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བགགྲོས			ག	ར	o	ས		གར	བ;ག	partially_resolved	medium	Stack resolved; extra consonants remain ambiguous.
བགང	བ		ག		a	ང		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བགཉའ					a					unusual_stack	none	Consonant sequence does not match conservative role patterns.
བགཏད					a					unusual_stack	none	Consonant sequence does not match conservative role patterns.
བགད					a				བ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
བགམ	བ		ག		a	མ		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བགཞེད					e					unusual_stack	none	Consonant sequence does not match conservative role patterns.
བགཤས					a					unusual_stack	none	Consonant sequence does not match conservative role patterns.
བགེགས	བ		ག		e	ག	ས	ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བགོ					o				བ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
བགོད					o				བ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
བགོར	བ		ག		o	ར		ག		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བགོས					o				བ;ག	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
བགྱང	བ		ག	ཡ	a	ང		གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྱངས	བ		ག	ཡ	a	ང	ས	གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྱི	བ		ག	ཡ	i			གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྱིད	བ		ག	ཡ	i	ད		གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྱིས	བ		ག	ཡ	i	ས		གཡ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྲང	བ		ག	ར	a	ང		གར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྲངས	བ		ག	ར	a	ང	ས	གར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྲེ	བ		ག	ར	e			གར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྲེལ	བ		ག	ར	e	ལ		གར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྲེས	བ		ག	ར	e	ས		གར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྲོད	བ		ག	ར	o	ད		གར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བགྲོས	བ		ག	ར	o	ས		གར		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བང					a				བ;ང	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
བངག	བ		ང		a	ག		ང		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བངས					a				བ;ང	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
བངེ					e				བ;ང	ambiguous_root	low	Multiple Tibetan-only root parses remain possible.
བཅག	བ		ཅ		a	ག		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅགས	བ		ཅ		a	ག	ས	ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅང	བ		ཅ		a	ང		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅངས	བ		ཅ		a	ང	ས	ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅཅུ					u					unusual_stack	none	Consonant sequence does not match conservative role patterns.
བཅཆིབས					i					unusual_stack	none	Consonant sequence does not match conservative role patterns.
བཅཉ					a					unusual_stack	none	Consonant sequence does not match conservative role patterns.
བཅད	བ		ཅ		a	ད		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅན	བ		ཅ		a	ན		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅབ	བ		ཅ		a	བ		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅམ	བ		ཅ		a	མ		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅཙན					a					unusual_stack	none	Consonant sequence does not match conservative role patterns.
བཅའ	བ		ཅ		a	འ		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅར	བ		ཅ		a	ར		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅལ	བ		ཅ		a	ལ		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅས	བ		ཅ		a	ས		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅི	བ		ཅ		i			ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅིང	བ		ཅ		i	ང		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅིངས	བ		ཅ		i	ང	ས	ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅིལ	བ		ཅ		i	ལ		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅུ	བ		ཅ		u			ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅུག	བ		ཅ		u	ག		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅུགས	བ		ཅ		u	ག	ས	ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅུང	བ		ཅ		u	ང		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅུད	བ		ཅ		u	ད		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅུན	བ		ཅ		u	ན		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅུམ	བ		ཅ		u	མ		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅུའི										unsupported_orthographic_sign	none	Multiple Tibetan vowel signs are not modelled.
བཅུས	བ		ཅ		u	ས		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅེ	བ		ཅ		e			ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅེམ	བ		ཅ		e	མ		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅེར	བ		ཅ		e	ར		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅོ	བ		ཅ		o			ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅོམ	བ		ཅ		o	མ		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅོར	བ		ཅ		o	ར		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅོལ	བ		ཅ		o	ལ		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅོས	བ		ཅ		o	ས		ཅ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཅོཨ					o					unusual_stack	none	Consonant sequence does not match conservative role patterns.
བཅྩེ	བ		ཅ	ཙ	e			ཅཙ		fully_resolved	high	Unicode stack and trailing suffix roles resolve uniquely.
བཆད	བ		ཆ		a	ད		ཆ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཌས	བ		ཌ		a	ས		ཌ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏ	བ		ཏ		a			ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏག	བ		ཏ		a	ག		ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏགས	བ		ཏ		a	ག	ས	ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏང	བ		ཏ		a	ང		ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏངས	བ		ཏ		a	ང	ས	ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏད	བ		ཏ		a	ད		ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏན	བ		ཏ		a	ན		ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏབ	བ		ཏ		a	བ		ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏབས	བ		ཏ		a	བ	ས	ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏམས	བ		ཏ		a	མ	ས	ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
བཏའ	བ		ཏ		a	འ		ཏ		fully_resolved	high	One prefix/root/suffix parse is structurally possible.
