tibetan_syllable	observed_forms	current_canonical_tier	role_parse_status	composition_status	feature_composed_target	component_rule_ids	supporting_evidence_ids	leave_one_out_status	domain_compatibility	correction_authority	blocker
དབྲད	dbrad	provisional	fully_resolved	feature_complete_target_support_insufficient	dbrad	RESIDUAL_F3DC70A190E0;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
དབྲབ	dbrab	provisional	fully_resolved	feature_complete_target_support_insufficient	dbrab	RESIDUAL_F3DC70A190E0;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
དབྲལ	dbral	provisional	fully_resolved	feature_complete_target_support_insufficient	dbral	RESIDUAL_F3DC70A190E0;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
དབྲི	dbri	provisional	fully_resolved	feature_complete_target_support_insufficient	dbri	RESIDUAL_F3DC70A190E0;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
དབྲུ	dbu	provisional	fully_resolved	feature_complete_target_support_insufficient	dbru	RESIDUAL_F3DC70A190E0;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
དབྲེ	'dbre;dbre	provisional	fully_resolved	feature_partial		RESIDUAL_F3DC70A190E0;CORPUS_B453155DE050;CORPUS_7F71AFFFC788	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
དབྲོག	dbrog	provisional	fully_resolved	feature_complete_target_support_insufficient	dbrog	RESIDUAL_F3DC70A190E0;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
དམ	'dam;N;dam;dne;dum;ka;tog;’dam	ambiguous	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དམག	'dmag;'dnag;Soldat;Tdmag;aauch;ay;cin;dag;ddmag;dimag;dinag;dinagrtsal;dmag;dmagdar;dmaggi;dmaggzir;dmagrwa;dmdmag;dnag	canonical_independent_strong	fully_resolved	feature_complete_unique	dmag	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
དམགས	dinigs;dmigs	provisional	fully_resolved	feature_complete_target_support_insufficient	dmags	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
དམང	dmar	provisional	fully_resolved	feature_complete_target_support_insufficient	dmaṅ	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
དམངས	ddmaris;dmans;dmaris;dmaṅs	provisional	fully_resolved	feature_complete_target_support_insufficient	dmaṅs	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
དམཆའི	dina'i	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
དམན	Höhe;dinan;dman	canonical_independent_strong	fully_resolved	feature_complete_unique	dman	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
དམའ	da';dina';dma';dma'baisa;dma'rim;dna'	ambiguous	fully_resolved	feature_partial		RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
དམའས	dma's	provisional	fully_resolved	feature_partial		RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
དམའི	dma'i	provisional	fully_resolved	feature_partial		RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	suffix_coda:འ
དམར	alttib;dar;dimar;dinar;dmar	ambiguous	fully_resolved	feature_complete_unique	dmar	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
དམས	dmas;verschlechtern	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དམི	dme	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དམིག	dmig	provisional	fully_resolved	feature_complete_target_support_insufficient	dmig	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
དམིགས	'dmigs;Isa;ddmigs;dinigs;dmigs;gtad;routinemäßig	canonical_independent_strong	fully_resolved	feature_complete_unique	dmigs	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
དམུ	ddmu;dem;dinu;dmu;dom	canonical_independent_moderate	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དམུན	dmun	provisional	fully_resolved	feature_complete_target_support_insufficient	dmun	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
དམུའེ	dmw'i	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དམུར	dnur	provisional	fully_resolved	feature_complete_target_support_insufficient	dmur	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
དམུལ	dmul	provisional	fully_resolved	feature_complete_target_support_insufficient	dmul	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
དམུས	'dmuspa;dinus;dmus	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དམེ	dme;dmegri;dmepho;dne	canonical_independent_moderate	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དམེགས	Einsicht;dinigs;dmigs	provisional	fully_resolved	feature_partial		RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
དམོང	dmod	provisional	fully_resolved	feature_complete_target_support_insufficient	dmoṅ	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
དམོད	dmod	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དམྤ	dinar	provisional	fully_resolved	feature_partial		RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	subjoined_consonants:པ
དམྱང	Amyaṅ	provisional	fully_resolved	feature_complete_target_support_insufficient	dmyaṅ	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
དམྱལ	'dmyal;anal;dinyal;dmyal	ambiguous	fully_resolved	feature_complete_unique	dmyal	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;RESIDUAL_A5A2CF47705E	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
དམྱིག	Tmig	provisional	fully_resolved	feature_complete_target_support_insufficient	dmyig	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
དམྱིགས	dmyigs	canonical_feature_composed	fully_resolved	feature_complete_unique	dmyigs	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
དམྱུག	dmdmyug	provisional	fully_resolved	feature_complete_target_support_insufficient	dmyug	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
དམྱུགས	dinyugs	provisional	fully_resolved	feature_complete_target_support_insufficient	dmyugs	RESIDUAL_F3DC70A190E0;CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	passed	unresolved	no	no_positive_target_observation
དའ	gtser	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དའི	mu	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དའེ	dgye	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དར	'dar;Heeresflagge;Staatsfahne;dar;darrdo;dur;’dar	canonical_independent_strong	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དརཱཧ	rähu	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དལ	ba;dal;dral;gsum;kyi;pa;rgyal	canonical_independent_moderate	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དས	Last;Nacht;dus	canonical_independent_moderate	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དཨམག	dmag	provisional	unusual_stack	role_parse_unresolved				insufficient	unresolved	no	unusual_stack
དཱ	A;Berggottheit;J;N;RR;buddh;da;den;des;dhwa;du;dwa;gdal;mmi	canonical_independent_moderate	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དཱག	drug	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དཱང	dwan	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དཱམ	dum	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དཱར	dur	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དཱྭ	dwa	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དི	Affen;di;dinya;dirin;diriri;pbun	provisional	fully_resolved	feature_complete_target_support_insufficient	di	RESIDUAL_C2670784C902;CORPUS_63EB474B7A3F	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	passed	unresolved	no	nonadmissible_observation
དིག	di;dig	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དིང	din	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དིངས	dbyins;dins	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དིམ	dim	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དིར	dir	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུ	'du;'gyur;Abend;PProvinzen;ba;bsags;bzin;da;dbu;don;du;dugyur;dus;gdu;kyan;ni;ohneFeuer;pf;sogleich;sten;thogs;u	canonical_independent_strong	fully_resolved	feature_complete_unique	du	RESIDUAL_C2670784C902;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
དུག	dns;drug;dug;dugpo;phyun	canonical_independent_strong	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུགས	dugs	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུང	'duṅ;drun;dur;duṅ;ru;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun;dun	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུངས	’duns	unresolved	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུད	'dud;dud;pa;’dud	canonical_independent_strong	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུན	dun;ines	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུབ	dub	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུབས	dubs	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུམ	'dum;dum	canonical_independent_strong	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུར	dur;dursa;dür;nur	canonical_independent_strong	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུལ	Irmam;dul;gdul	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུས	'dus;dns;dus;dusgzer;dusthug;ma;rje	canonical_independent_strong	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དུཿཁ	duhkha	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དེ	'de;'demo;MÜNCHEN;S;ab;de;debikoti;fü;mo;ver;’de	canonical_independent_strong	fully_resolved	feature_partial		RESIDUAL_C2670784C902	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	insufficient	unresolved	no	vowel:e
དེང	'den;ba;den;din	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དེངས	dens;deṅs;gdeṅs	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དེད	ded	canonical_independent_strong	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དེན	den;man	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དེབ	ao;deb	canonical_independent_moderate	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དེམ	dem	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དེའི	de’i;rjes	canonical_independent_moderate	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དེའུ	de’u	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དེའེ	de’e	provisional	unsupported_orthographic_sign	role_parse_unresolved				insufficient	unresolved	no	unsupported_orthographic_sign
དེལ	del;sgyogs	provisional	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དེས	dbyes;des;igfach;sanft	canonical_independent_moderate	ambiguous_root	role_parse_unresolved				insufficient	unresolved	no	ambiguous_root
དོ	Zwischenexistenz;do;don;dro;’do	canonical_independent_strong	fully_resolved	feature_complete_unique	do	RESIDUAL_C2670784C902;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	passed	ordinary_tibetan_lexical_or_compound	yes	none
