tibetan_syllable	feature_composed_target	tibetan_signs	parser_interpretation	component_rule_ids	domain	unsupported_sign_status	target_support_channel	retain_or_downgrade	rationale
སྒྱུ	sgyu	U+0F66;U+0F92;U+0FB1;U+0F74	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྱུག	sgyug	U+0F66;U+0F92;U+0FB1;U+0F74;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྱོ	sgyo	U+0F66;U+0F92;U+0FB1;U+0F7C	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒྱོགས	sgyogs	U+0F66;U+0F92;U+0FB1;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲགས	sgrags	U+0F66;U+0F92;U+0FB2;U+0F42;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲིག	sgrig	U+0F66;U+0F92;U+0FB2;U+0F72;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:10	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲིགས	sgrigs	U+0F66;U+0F92;U+0FB2;U+0F72;U+0F42;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:9	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲིན	sgrin	U+0F66;U+0F92;U+0FB2;U+0F72;U+0F53	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒྲིབ	sgrib	U+0F66;U+0F92;U+0FB2;U+0F72;U+0F56	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:12;unclear:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲིབས	sgribs	U+0F66;U+0F92;U+0FB2;U+0F72;U+0F56;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒྲིམ	sgrim	U+0F66;U+0F92;U+0FB2;U+0F72;U+0F58	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲིམས	sgrims	U+0F66;U+0F92;U+0FB2;U+0F72;U+0F58;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒྲུགས	sgrugs	U+0F66;U+0F92;U+0FB2;U+0F74;U+0F42;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒྲུང	sgruṅ	U+0F66;U+0F92;U+0FB2;U+0F74;U+0F44	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=derived_target_plus_independent_feature_composition;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲུབས	sgrubs	U+0F66;U+0F92;U+0FB2;U+0F74;U+0F56;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒྲོ	sgro	U+0F66;U+0F92;U+0FB2;U+0F7C	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound:10;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲོགས	sgrogs	U+0F66;U+0F92;U+0FB2;U+0F7C;U+0F42;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:13;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲོན	sgron	U+0F66;U+0F92;U+0FB2;U+0F7C;U+0F53	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:9;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲོབ	sgrob	U+0F66;U+0F92;U+0FB2;U+0F7C;U+0F56	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྒྲོམ	sgrom	U+0F66;U+0F92;U+0FB2;U+0F7C;U+0F58	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྒྲོས	sgros	U+0F66;U+0F92;U+0FB2;U+0F7C;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_A6063072E7A9;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྣག	snag	U+0F66;U+0FA3;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྣབས	snabs	U+0F66;U+0FA3;U+0F56;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྣར	snar	U+0F66;U+0FA3;U+0F62	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_7F051B17DE73;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:6;sanskrit_or_indic_transcription:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྣུན	snun	U+0F66;U+0FA3;U+0F74;U+0F53	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_7F051B17DE73;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྣུམ	snum	U+0F66;U+0FA3;U+0F74;U+0F58	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_7F051B17DE73;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:14	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྣུར	snur	U+0F66;U+0FA3;U+0F74;U+0F62	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_7F051B17DE73;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྣོག	snog	U+0F66;U+0FA3;U+0F7C;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_7F051B17DE73;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྣོན	snon	U+0F66;U+0FA3;U+0F7C;U+0F53	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_7F051B17DE73;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:4	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྣོམ	snom	U+0F66;U+0FA3;U+0F7C;U+0F58	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_7F051B17DE73;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦ	sba	U+0F66;U+0FA6	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦག	sbag	U+0F66;U+0FA6;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྦས	sbas	U+0F66;U+0FA6;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྦུ	sbu	U+0F66;U+0FA6;U+0F74	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦུབས	sbubs	U+0F66;U+0FA6;U+0F74;U+0F56;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_84A74DBDD722;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦུར	sbur	U+0F66;U+0FA6;U+0F74;U+0F62	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:3	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦོ	sbo	U+0F66;U+0FA6;U+0F7C	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_16D4A9AA0695	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦོངས	sboṅs	U+0F66;U+0FA6;U+0F7C;U+0F44;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦོས	sbos	U+0F66;U+0FA6;U+0F7C;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྱངས	sbyaṅs	U+0F66;U+0FA6;U+0FB1;U+0F44;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:5	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྱོངས	sbyoṅs	U+0F66;U+0FA6;U+0FB1;U+0F7C;U+0F44;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྲགས	sbrags	U+0F66;U+0FA6;U+0FB2;U+0F42;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྲངས	sbraṅs	U+0F66;U+0FA6;U+0FB2;U+0F44;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྲན	sbran	U+0F66;U+0FA6;U+0FB2;U+0F53	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྲབ	sbrab	U+0F66;U+0FA6;U+0FB2;U+0F56	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྲབས	sbrabs	U+0F66;U+0FA6;U+0FB2;U+0F56;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྲས	sbras	U+0F66;U+0FA6;U+0FB2;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=reviewed_full_target;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྦྲིད	sbrid	U+0F66;U+0FA6;U+0FB2;U+0F72;U+0F51	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_63EB474B7A3F;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྲུག	sbrug	U+0F66;U+0FA6;U+0FB2;U+0F74;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྲུབ	sbrub	U+0F66;U+0FA6;U+0FB2;U+0F74;U+0F56	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_0C6592BB5CEF	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྦྲུམ	sbrum	U+0F66;U+0FA6;U+0FB2;U+0F74;U+0F58	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_B453155DE050;CORPUS_7F71AFFFC788;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྨ	sma	U+0F66;U+0FA8	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྨགས	smags	U+0F66;U+0FA8;U+0F42;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྨར	smar	U+0F66;U+0FA8;U+0F62	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ordinary_tibetan_lexical_or_compound:3;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྨིག	smig	U+0F66;U+0FA8;U+0F72;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྨིན	smin	U+0F66;U+0FA8;U+0F72;U+0F53	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:20	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྨུ	smu	U+0F66;U+0FA8;U+0F74	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྨུག	smug	U+0F66;U+0FA8;U+0F74;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:5;tibetan_proper_name:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྨུགས	smugs	U+0F66;U+0FA8;U+0F74;U+0F42;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྨོད	smod	U+0F66;U+0FA8;U+0F7C;U+0F51	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ordinary_tibetan_lexical_or_compound:6	none	ordinary_tibetan_lexical_or_compound=derived_target_plus_independent_feature_composition;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྨོན	smon	U+0F66;U+0FA8;U+0F7C;U+0F53	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ordinary_tibetan_lexical_or_compound:10;tibetan_proper_name:4	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྨོས	smos	U+0F66;U+0FA8;U+0F7C;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_16D4A9AA0695;CORPUS_735B62E02527	ordinary_tibetan_lexical_or_compound:7	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྨྱག	smyag	U+0F66;U+0FA8;U+0FB1;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྨྱགས	smyags	U+0F66;U+0FA8;U+0FB1;U+0F42;U+0F66	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	downgrade	nonadmissible_observation
སྨྱིག	smyig	U+0F66;U+0FA8;U+0FB1;U+0F72;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:1	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
སྨྱུག	smyug	U+0F66;U+0FA8;U+0FB1;U+0F74;U+0F42	fully_resolved	CORPUS_86605D8DD3C9;CORPUS_6C68775C4C70;CORPUS_E34B3E203AE6;CORPUS_84A74DBDD722;CORPUS_9A673562CD7A	ordinary_tibetan_lexical_or_compound:2	none	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	retain	Current strict composition and admissible target support pass.
